Expected_Profit_Dollars,Expected_Profitability_Ratio,Expected_Loss_Dollars,Expense_Load_Dollars,Expected_Profit_Dollars_With_Bind,Submission ID,Broker Name,Channel,Broker Tier,Historical Bind Rate,Industry,Client Revenue ($M),Locations,State,Building Value ($),Contents Value ($),BI Value ($),Submission Complete,CAT Zone,Bind Propensity Score,Total Insured Value ($),Expected Value,Days to Quote,Prior Claims,Bind_Flag,_Derived_Premium,_Assumed_Loss_Ratio,Expected_Premium_Used,Assumed_Expense_Ratio,Assumed_Bind_Probability,,
5625.18,0.06,60402.32,28230.55,2306.32,SUB0755,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,36,10,FL,10392602,2848084,1359471,No,Yes,0.41,14600157,5986064,5,No,0,,0.64,94258.04,0.3,0.41,1,0
18869.15,0.19,58202.68,22224.52,8113.74,SUB0756,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,26,10,FL,6803806,1376820,1093807,No,Yes,0.43,9274433,3988006,6,No,0,,0.59,99296.35,0.22,0.43,1,0
25589.58,0.28,47542.05,18829.82,11515.31,SUB0757,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,36,10,FL,6169509,2191996,583887,No,Yes,0.45,8945392,4025426,1,Yes,0,,0.52,91961.45,0.2,0.45,1,0
14723.53,0.15,60311.82,25706.85,5889.41,SUB0758,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,13,10,FL,6452369,2839547,802997,No,Yes,0.4,10094913,4037965,5,Yes,0,,0.6,100742.21,0.26,0.4,1.01,0
23382.71,0.2,59505.08,32668.94,11457.53,SUB0759,SecureEdge,Wholesaler,Silver,0.4,Retail,39,5,CA,10352151,2066214,1037194,No,No,0.49,13455559,6593223,9,No,0,,0.51,115556.73,0.28,0.49,0.99,0
4484.91,0.17,13943.1,7772.92,1614.57,SUB0760,Delta Insure,API,Bronze,0.35,Hospitality,24,1,LA,1886651,1620116,267072,No,Yes,0.36,3773839,1358582,10,No,0,,0.53,26200.93,0.3,0.36,1,0
42013.43,0.2,114660.66,50479.03,30669.81,SUB0761,Alpha Risk,Portal,Platinum,0.78,Warehousing,81,3,TX,21369630,4961238,1580207,Yes,No,0.73,27911075,20375084,2,No,1,,0.55,207153.11,0.24,0.73,0.99,0
21462.2,0.23,49047.54,21375.21,15452.78,SUB0762,Beta Cover,Email,Gold,0.65,Logistics,76,2,IL,18792672,1666754,525136,Yes,No,0.72,20984562,15108884,1,No,1,,0.53,91884.95,0.23,0.72,0.99,0
17902.12,0.21,43715.33,22424.04,6623.78,SUB0763,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,18,10,FL,8982487,2104037,903919,No,Yes,0.37,11990443,4436463,10,No,0,,0.52,84041.49,0.27,0.37,1,0
6111.35,0.09,41470.85,17968.34,2688.99,SUB0764,SecureEdge,Wholesaler,Silver,0.4,Retail,58,5,CA,11957284,2206677,1245779,No,No,0.44,15409740,6780285,9,Yes,0,,0.63,65550.55,0.27,0.44,0.99,0
4883.88,0.03,119803.17,51117.94,2979.17,SUB0765,Beta Cover,Email,Gold,0.65,Logistics,70,2,IL,14935926,2421948,1306675,Yes,No,0.61,18664549,11385374,10,No,1,,0.68,175804.99,0.29,0.61,1,0
44666.16,0.16,175941.49,61556.4,30819.65,SUB0766,Beta Cover,Email,Gold,0.65,Manufacturing,117,2,FL,17579958,3486712,3010447,Yes,Yes,0.69,24077117,16613210,9,No,1,,0.62,282164.05,0.22,0.69,1,0
10936.55,0.12,52015.04,26863.83,4374.62,SUB0767,Delta Insure,API,Bronze,0.35,Hospitality,23,1,LA,9276388,1989206,539066,No,Yes,0.4,11804660,4721864,9,No,0,,0.58,89815.42,0.3,0.4,1,0
8766.79,0.11,50203.77,18979.99,3506.72,SUB0768,Delta Insure,API,Bronze,0.35,Hospitality,47,1,LA,7830784,849988,221340,No,Yes,0.4,8902112,3560844,6,No,0,,0.64,77950.56,0.24,0.4,0.99,0
5961.46,0.03,119197.45,47894,4530.71,SUB0769,Alpha Risk,Portal,Platinum,0.78,Warehousing,69,3,TX,22292312,5920555,1837856,Yes,No,0.76,30050723,22838549,8,Yes,1,,0.69,173052.91,0.28,0.76,1,0
20743.12,0.18,67397.75,24524.42,6845.23,SUB0770,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,9906996,1134550,854470,No,Yes,0.33,11896016,3925685,1,No,0,,0.6,112665.29,0.22,0.33,1,0
12857.49,0.09,98593.49,32038.37,7714.49,SUB0771,FastBind,Email,Silver,0.5,Office Space,66,3,CO,12524921,2235080,1124169,No,No,0.6,15884170,9530502,10,No,0,,0.69,143489.34,0.22,0.6,1,0
11582.98,0.15,44843.93,19478.87,8918.89,SUB0772,Beta Cover,Email,Gold,0.65,Logistics,87,2,IL,12472771,1872284,865250,Yes,No,0.77,15210305,11711934,4,No,1,,0.59,75905.77,0.26,0.77,1,0
28839.98,0.2,79149.24,39434.32,9517.19,SUB0773,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,35,10,FL,11220626,2960718,1197459,No,Yes,0.33,15378803,5075004,1,No,0,,0.54,147423.54,0.27,0.33,1.01,0
14307.19,0.18,47089.2,19626.03,3290.65,SUB0774,Delta Insure,API,Bronze,0.35,Hospitality,22,1,LA,5021379,1582967,200000,No,Yes,0.23,6804346,1564999,8,No,0,,0.58,81022.41,0.24,0.23,1,0
15770.93,0.03,409832.62,170299.91,14824.67,SUB0775,Alpha Risk,Portal,Platinum,0.78,Real Estate,267,8,NY,56862489,10206215,5402438,Yes,No,0.94,72471142,68122873,1,No,1,,0.69,595903.46,0.29,0.94,1.01,0
13471.27,0.13,60652.67,25908.46,3906.67,SUB0776,Delta Insure,API,Bronze,0.35,Hospitality,21,1,LA,10379435,1197236,470659,No,Yes,0.29,12047330,3493725,3,Yes,0,,0.61,100032.4,0.26,0.29,1,0
57295.02,0.17,212128.23,73214.04,53284.37,SUB0777,Alpha Risk,Portal,Platinum,0.78,Manufacturing,196,5,OH,35930887,7154913,2951427,Yes,No,0.93,46037227,42814621,4,No,1,,0.62,342637.3,0.21,0.93,1,0
83224.93,0.23,183091.33,94455.37,70741.19,SUB0778,Alpha Risk,Portal,Platinum,0.78,Warehousing,81,3,TX,28028777,5747212,1709485,Yes,No,0.85,35485474,30162652,8,Yes,1,,0.51,360771.64,0.26,0.85,1,0
5163.07,0.08,42588.3,19140.52,2323.38,SUB0779,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,10637389,1581507,745808,No,Yes,0.45,12964704,5834116,6,Yes,0,,0.64,66891.88,0.29,0.45,1.01,0
19710.83,0.21,53829.92,19566.11,14783.12,SUB0780,Beta Cover,Email,Gold,0.65,Logistics,73,2,IL,12588104,1955711,1140414,Yes,No,0.75,15684229,11763171,10,No,1,,0.58,93106.86,0.21,0.75,1,0
20261.43,0.19,58202.08,30269.51,9522.87,SUB0781,SecureEdge,Wholesaler,Silver,0.4,Retail,40,5,CA,12703867,3612415,1053360,No,No,0.47,17369642,8163731,7,No,0,,0.54,108733.02,0.28,0.47,1.01,0
6680.99,0.06,67760.38,28919.98,3073.25,SUB0782,FastBind,Email,Silver,0.5,Office Space,39,3,CO,8042277,1526166,546843,No,No,0.46,10115286,4653031,8,No,0,,0.66,103361.35,0.28,0.46,1,0
20712.84,0.13,92260.2,41836.54,18020.17,SUB0783,Alpha Risk,Portal,Platinum,0.78,Warehousing,76,3,TX,22755503,5169198,2349650,Yes,No,0.87,30274351,26338685,2,Yes,1,,0.6,154809.59,0.27,0.87,1,0
9084.79,0.08,73486.09,31227.54,5723.42,SUB0784,Beta Cover,Email,Gold,0.65,Logistics,70,2,IL,12603861,2940479,878897,Yes,No,0.63,16423237,10346639,10,No,1,,0.65,113798.42,0.27,0.63,1,0
35012.55,0.19,95084.19,53239.54,14705.27,SUB0785,FastBind,Email,Silver,0.5,Office Space,35,3,CO,14110641,1866287,1418926,No,No,0.42,17395854,7306258,8,Yes,0,,0.52,183336.28,0.29,0.42,1,0
16506.25,0.13,85509.67,28369.75,5942.25,SUB0786,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,16,10,FL,10686141,1430079,764166,No,Yes,0.36,12880386,4636938,3,Yes,0,,0.66,130385.67,0.22,0.36,1.01,0
48515.9,0.15,191461.14,87787.84,39783.04,SUB0787,Alpha Risk,Portal,Platinum,0.78,Manufacturing,178,5,OH,35643942,6516170,2662018,Yes,No,0.82,44822130,36754146,7,No,1,,0.58,327764.88,0.27,0.82,1,0
94052.37,0.19,299299.05,110416.53,81825.56,SUB0788,Alpha Risk,Portal,Platinum,0.78,Manufacturing,171,5,OH,39975161,7657647,2981928,Yes,No,0.87,50614736,44034820,3,Yes,1,,0.59,503767.95,0.22,0.87,1,0
61278.22,0.1,417698.12,131594.68,46571.45,SUB0789,Alpha Risk,Portal,Platinum,0.78,Manufacturing,185,5,OH,43803693,6296603,3114149,Yes,No,0.76,53214445,40442978,7,No,1,,0.68,610571.02,0.22,0.76,1,0
23487.46,0.18,66698.61,36904.21,13857.6,SUB0790,FastBind,Email,Silver,0.5,Office Space,39,3,CO,11616813,1513381,1202184,No,No,0.59,14332378,8456103,2,Yes,0,,0.52,127090.29,0.29,0.59,0.99,0
39834.54,0.09,280217.34,100448.05,30274.25,SUB0791,Alpha Risk,Portal,Platinum,0.78,Warehousing,96,3,TX,27884534,5062734,2395335,Yes,No,0.76,35342603,26860378,10,Yes,1,,0.67,420499.93,0.24,0.76,1,0
5729.51,0.06,64412.98,24797.41,3495,SUB0792,FastBind,Email,Silver,0.5,Office Space,67,3,CO,10398737,1080559,1463671,No,No,0.61,12942967,7895209,6,Yes,1,,0.68,94939.9,0.26,0.61,1,0
49533.01,0.21,127370.98,64274.95,37645.08,SUB0793,Alpha Risk,Portal,Platinum,0.78,Manufacturing,162,5,OH,44636433,7590288,2658694,Yes,No,0.76,54885415,41712915,3,No,1,,0.53,241178.93,0.27,0.76,1.01,0
31122.06,0.09,223582.7,107608.52,25520.09,SUB0794,Alpha Risk,Portal,Platinum,0.78,Warehousing,97,3,TX,26433441,5818976,1584178,Yes,No,0.82,33836595,27746007,3,No,1,,0.62,362313.27,0.3,0.82,1.01,0
15840.87,0.22,38806.08,16788.79,6811.57,SUB0795,SecureEdge,Wholesaler,Silver,0.4,Retail,36,5,CA,9757874,2818990,1799454,No,No,0.43,14376318,6181816,9,No,0,,0.54,71435.74,0.24,0.43,1,0
12690.22,0.2,36977.85,13783.69,3807.07,SUB0796,Delta Insure,API,Bronze,0.35,Hospitality,46,1,LA,8469882,1389217,750922,No,Yes,0.3,10610021,3183006,7,No,0,,0.58,63451.76,0.22,0.3,1,0
16824.13,0.12,87429.33,38258.64,11776.89,SUB0797,Beta Cover,Email,Gold,0.65,Logistics,69,2,IL,19522421,2759330,671099,Yes,No,0.7,22952850,16066994,5,No,1,,0.61,142512.09,0.27,0.7,1,0
95686.7,0.22,221723.45,108312.93,88988.64,SUB0798,Alpha Risk,Portal,Platinum,0.78,Real Estate,256,8,NY,60355633,10682613,5137441,Yes,No,0.93,76175687,70843388,10,Yes,1,,0.52,425723.09,0.25,0.93,0.99,0
4889.61,0.04,79172.39,35788.63,1858.05,SUB0799,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,30,10,FL,11639072,2382303,1206764,No,Yes,0.38,15228139,5786692,7,No,0,,0.66,119850.64,0.3,0.38,1,0
51246.83,0.19,166712.11,57967.17,35360.31,SUB0800,CoreTrust,Portal,Gold,0.66,Education,106,4,NJ,19109060,4212429,1662079,Yes,No,0.69,24983568,17238661,9,No,1,,0.6,275926.1,0.21,0.69,1,0
21814.01,0.12,111732.06,51987.76,9380.02,SUB0801,SecureEdge,Wholesaler,Silver,0.4,Retail,59,5,CA,12165305,3071112,1345885,No,No,0.43,16582302,7130389,1,No,0,,0.6,185533.84,0.28,0.43,1,0
8020.33,0.14,36276.63,11809.77,2085.29,SUB0802,Delta Insure,API,Bronze,0.35,Hospitality,33,1,LA,4893353,1495878,523705,No,Yes,0.26,6912936,1797363,7,No,0,,0.65,56106.74,0.21,0.26,1,0
32060.26,0.19,94987.14,38972.14,23724.6,SUB0803,Beta Cover,Email,Gold,0.65,Logistics,58,2,IL,11679311,2815301,1161873,Yes,No,0.74,15656485,11585798,6,No,1,,0.57,166019.54,0.23,0.74,0.99,0
11573.42,0.09,81396.27,30386.68,5670.98,SUB0804,FastBind,Email,Silver,0.5,Office Space,69,3,CO,10773459,2160554,1081863,No,No,0.49,14015876,6867779,10,No,0,,0.66,123356.37,0.25,0.49,1,0
61198.87,0.2,178367.7,63590.02,45287.16,SUB0805,Alpha Risk,Portal,Platinum,0.78,Manufacturing,184,5,OH,43187245,6303163,3322539,Yes,No,0.74,52812947,39081580,9,Yes,1,,0.59,303156.59,0.21,0.74,1,0
12649.18,0.14,58085.99,22542.64,8474.95,SUB0806,CoreTrust,Portal,Gold,0.66,Education,111,4,NJ,16123321,3092929,1536045,Yes,No,0.67,20752295,13904037,1,No,1,,0.62,93277.81,0.24,0.67,1,0
53067.84,0.21,141890.67,59331.09,40331.56,SUB0807,CoreTrust,Portal,Gold,0.66,Education,103,4,NJ,18303531,4445923,1509710,Yes,No,0.76,24259164,18436964,4,No,1,,0.56,254289.61,0.23,0.76,1,0
36523.86,0.09,280963.1,111614.6,34332.43,SUB0808,Alpha Risk,Portal,Platinum,0.78,Manufacturing,187,5,OH,38382367,6396326,3337973,Yes,No,0.94,48116666,45229666,9,No,1,,0.65,429101.57,0.26,0.94,1,0
6664.84,0.09,45148.15,18760.11,3932.26,SUB0809,FastBind,Email,Silver,0.5,Office Space,52,3,CO,6043267,1481083,1186409,No,No,0.59,8710759,5139347,4,No,0,,0.64,70573.11,0.27,0.59,1,0
32631.69,0.17,114033.41,41256.52,26757.98,SUB0810,Alpha Risk,Portal,Platinum,0.78,Warehousing,78,3,TX,24597260,5468276,1967469,Yes,No,0.82,32033005,26267064,10,No,1,,0.61,187921.63,0.22,0.82,1,0
1486.34,0.02,63296.85,26236.84,490.49,SUB0811,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,27,10,FL,4082327,2761658,1496918,No,Yes,0.33,8340903,2752497,3,No,0,,0.7,91020.03,0.29,0.33,1.01,0
28549.78,0.15,117917.21,41301.04,17986.36,SUB0812,Beta Cover,Email,Gold,0.65,Logistics,68,2,IL,15652470,2358388,830156,Yes,No,0.63,18841014,11869838,9,No,1,,0.63,187768.02,0.22,0.63,1,0
8650.55,0.1,60775.41,20724.81,4325.27,SUB0813,FastBind,Email,Silver,0.5,Office Space,64,3,CO,11946862,1765617,1055542,No,No,0.5,14768021,7384010,2,No,0,,0.67,90150.76,0.23,0.5,1,0
23375.98,0.1,158310.09,45732.77,21272.14,SUB0814,Alpha Risk,Portal,Platinum,0.78,Warehousing,103,3,TX,21523640,5939117,1685890,Yes,No,0.91,29148647,26525268,4,No,1,,0.7,227418.84,0.2,0.91,1,0
18424.32,0.22,45762.03,18106.77,7922.46,SUB0815,FastBind,Email,Silver,0.5,Office Space,69,3,CO,12817315,1142737,941018,No,No,0.43,14901070,6407460,6,Yes,0,,0.56,82293.12,0.22,0.43,1,0
39436.6,0.22,89628.09,49320.39,23267.59,SUB0816,Beta Cover,Email,Gold,0.65,Manufacturing,108,2,FL,15824560,3668133,3189759,Yes,Yes,0.59,22682452,13382646,2,No,0,,0.5,178385.08,0.28,0.59,1,0
12181.36,0.22,30685.56,12515.78,4141.66,SUB0817,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,9729710,2054600,829796,No,Yes,0.34,12614106,4288796,8,Yes,0,,0.55,55382.7,0.23,0.34,1,0
7153.88,0.09,49153.2,23150.64,5222.33,SUB0818,Beta Cover,Email,Gold,0.65,Logistics,57,2,IL,13685062,1563698,924736,Yes,No,0.73,16173496,11806652,8,No,1,,0.62,79457.72,0.29,0.73,1,0
26987.54,0.11,167490.83,60242.57,21050.28,SUB0819,CoreTrust,Portal,Gold,0.66,Education,92,4,NJ,18482972,3178799,1604509,Yes,No,0.78,23266280,18147698,1,No,1,,0.66,254720.94,0.24,0.78,1.01,0
68599.25,0.13,355117.5,110874.68,65169.29,SUB0820,Alpha Risk,Portal,Platinum,0.78,Real Estate,248,8,NY,55459721,10895324,4635895,Yes,No,0.95,70990940,67441393,3,Yes,1,,0.66,534591.42,0.21,0.95,1,0
14413.21,0.11,88928.91,31568.49,10665.77,SUB0821,Beta Cover,Email,Gold,0.65,Logistics,52,2,IL,14038931,1022942,1441487,Yes,No,0.74,16503360,12212486,10,No,1,,0.66,134910.6,0.23,0.74,1,0
31203.7,0.09,222373.69,91193.45,24338.89,SUB0822,Alpha Risk,Portal,Platinum,0.78,Manufacturing,165,5,OH,41944952,6315100,2890848,Yes,No,0.78,51150900,39897702,9,Yes,1,,0.64,344770.84,0.26,0.78,0.99,0
24834.37,0.2,70480.42,31890.5,10678.78,SUB0823,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,26,10,FL,12899326,2193397,1152924,No,Yes,0.43,16245647,6985628,5,Yes,0,,0.55,127205.29,0.25,0.43,1,0
19026.66,0.17,64469.01,28074.94,12938.13,SUB0824,CoreTrust,Portal,Gold,0.66,Education,103,4,NJ,18122289,4162613,1580409,Yes,No,0.68,23865311,16228411,6,No,1,,0.58,111570.6,0.25,0.68,1,0
10383.09,0.13,50594.74,19059.15,2803.43,SUB0825,Delta Insure,API,Bronze,0.35,Hospitality,23,1,LA,4983146,1478757,542460,No,Yes,0.27,7004363,1891178,4,No,0,,0.63,80036.98,0.24,0.27,1,0
69413.45,0.2,202914.37,70661.06,51365.96,SUB0826,Alpha Risk,Portal,Platinum,0.78,Manufacturing,174,5,OH,42785931,7671337,2510610,Yes,No,0.74,52967878,39196229,10,No,1,,0.59,342988.88,0.21,0.74,1,0
13357.68,0.08,113759.21,48047.22,10151.84,SUB0827,Beta Cover,Email,Gold,0.65,Logistics,85,2,IL,14380725,2884359,1303419,Yes,No,0.76,18568503,14112062,2,No,1,,0.65,175164.11,0.27,0.76,1,0
167590.63,0.24,376551.51,143401.2,137424.32,SUB0828,Alpha Risk,Portal,Platinum,0.78,Real Estate,262,8,NY,57085481,10484324,5381830,Yes,No,0.82,72951635,59820340,8,No,1,,0.55,687543.34,0.21,0.82,1,0
36808.07,0.13,162020.21,78033.36,24293.33,SUB0829,CoreTrust,Portal,Gold,0.66,Education,81,4,NJ,23785647,4041064,1971610,Yes,No,0.66,29798321,19666891,6,No,1,,0.59,276861.64,0.28,0.66,1,0
35387.11,0.24,77025.22,38116.17,12739.36,SUB0830,Delta Insure,API,Bronze,0.35,Hospitality,24,1,LA,10069651,1817037,748271,No,Yes,0.36,12634959,4548585,5,Yes,0,,0.51,150528.5,0.25,0.36,1,0
5161.75,0.03,101566.3,42954.3,3613.22,SUB0831,Beta Cover,Email,Gold,0.65,Logistics,71,2,IL,11867839,1578584,960901,Yes,No,0.7,14407324,10085126,9,No,1,,0.68,149682.34,0.29,0.7,1,0
26646.72,0.12,145123.81,45789.36,18119.77,SUB0832,CoreTrust,Portal,Gold,0.66,Education,82,4,NJ,24888200,4049749,1527441,Yes,No,0.68,30465390,20716465,1,No,1,,0.67,217559.89,0.21,0.68,1,0
15966.22,0.2,43416.47,21084.16,6865.47,SUB0833,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,38,10,FL,8020461,1354879,810632,No,Yes,0.43,10185972,4379967,5,No,0,,0.54,80466.85,0.26,0.43,1,0
19998.1,0.18,61250.31,29539.83,4799.54,SUB0834,Delta Insure,API,Bronze,0.35,Hospitality,43,1,LA,8644824,500000,248752,No,Yes,0.24,9393576,2254458,6,Yes,0,,0.55,110788.24,0.27,0.24,1,0
2625.92,0.04,45487.55,18171.4,1759.36,SUB0835,Beta Cover,Email,Gold,0.65,Logistics,77,2,IL,10745232,2284425,1177897,Yes,No,0.67,14207554,9519061,5,No,1,,0.69,66284.86,0.27,0.67,1,0
10132.63,0.02,290991.26,125681.46,9322.02,SUB0836,Alpha Risk,Portal,Platinum,0.78,Real Estate,269,8,NY,64491080,9740459,5286290,Yes,No,0.92,79517829,73156402,6,No,1,,0.68,426805.35,0.29,0.92,0.99,0
20968.94,0.13,91976.58,44899.55,9016.64,SUB0837,FastBind,Email,Silver,0.5,Office Space,72,3,CO,11172228,1722782,936888,No,No,0.43,13831898,5947716,6,No,0,,0.58,157845.07,0.28,0.43,0.99,0
25870.61,0.16,102906.08,35223.94,9572.13,SUB0838,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,15,10,FL,13189296,1753036,697059,No,Yes,0.37,15639391,5786574,7,Yes,0,,0.63,164000.63,0.21,0.37,1,0
104568.91,0.22,268162.32,106936.82,78426.68,SUB0839,Alpha Risk,Portal,Platinum,0.78,Manufacturing,177,5,OH,36233882,6072282,2697892,Yes,No,0.75,45004056,33753042,4,No,1,,0.56,479668.05,0.22,0.75,1,0
75801.37,0.27,141872.6,61364.46,61399.11,SUB0840,Alpha Risk,Portal,Platinum,0.78,Warehousing,77,3,TX,29143602,4946719,1553788,Yes,No,0.81,35644109,28871728,8,No,1,,0.51,279038.42,0.22,0.81,1,0
5528.54,0.1,37467.96,15093.26,3648.84,SUB0841,Beta Cover,Email,Gold,0.65,Logistics,73,2,IL,10759401,2356305,543699,Yes,No,0.66,13659405,9015207,7,No,1,,0.65,58089.76,0.26,0.66,1.01,0
11306.1,0.1,72620.79,31762.12,4974.69,SUB0842,FastBind,Email,Silver,0.5,Office Space,69,3,CO,9087862,529704,1256707,No,No,0.44,10874273,4784680,9,No,0,,0.63,115689.02,0.27,0.44,1,0
17527.23,0.14,74117.47,34371.17,6309.8,SUB0843,Delta Insure,API,Bronze,0.35,Hospitality,32,1,LA,10655513,500000,536490,No,Yes,0.36,11692003,4209121,7,Yes,0,,0.59,126015.88,0.27,0.36,1,0
47319.04,0.12,266470.82,94104.33,44479.9,SUB0844,Alpha Risk,Portal,Platinum,0.78,Manufacturing,177,5,OH,41006552,7053160,3135308,Yes,No,0.94,51195020,48123318,3,No,1,,0.65,407894.2,0.23,0.94,1,0
10009.78,0.15,36739.64,18245,7907.73,SUB0845,Beta Cover,Email,Gold,0.65,Logistics,83,2,IL,11027862,2719802,558129,Yes,No,0.79,14305793,11301576,3,Yes,1,,0.57,64994.42,0.28,0.79,1,0
20864.16,0.1,128242.65,50768.82,13770.35,SUB0846,CoreTrust,Portal,Gold,0.66,Education,93,4,NJ,21253402,3226009,1968113,Yes,No,0.66,26447524,17455365,8,No,1,,0.64,199875.63,0.25,0.66,0.99,0
3326.09,0.04,63057.22,27924.88,1263.92,SUB0847,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,6762339,2344187,847040,No,Yes,0.38,9953566,3782355,5,No,0,,0.67,94308.2,0.3,0.38,1.01,0
155850.64,0.26,304474.98,128090.75,127797.53,SUB0848,Alpha Risk,Portal,Platinum,0.78,Manufacturing,185,5,OH,39041534,7803976,2778134,Yes,No,0.82,49623644,40691388,4,Yes,1,,0.52,588416.37,0.22,0.82,1,0
5623.66,0.11,34960.82,11477.38,1855.81,SUB0849,Delta Insure,API,Bronze,0.35,Hospitality,13,1,LA,4001625,528044,728036,No,Yes,0.33,5257705,1735042,8,No,0,,0.67,52061.86,0.22,0.33,1,0
25139.37,0.25,52847.7,21698.78,9552.96,SUB0850,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,14,10,FL,5754654,1763660,990429,No,Yes,0.38,8508743,3233322,6,Yes,0,,0.53,99685.84,0.22,0.38,1,0
28224.64,0.11,173505.47,55332.67,22579.71,SUB0851,Alpha Risk,Portal,Platinum,0.78,Warehousing,100,3,TX,22663538,5713019,1583175,Yes,No,0.8,29959732,23967785,2,Yes,1,,0.67,257062.78,0.22,0.8,1,0
34187.95,0.22,90367.54,32287.07,16068.33,SUB0852,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,23,10,FL,11434928,1157518,1297226,No,Yes,0.47,13889672,6528145,4,No,0,,0.58,156842.55,0.21,0.47,1.01,0
27137.79,0.18,80421.73,42630.37,23067.12,SUB0853,Alpha Risk,Portal,Platinum,0.78,Warehousing,79,3,TX,25885394,4856831,2179071,Yes,No,0.85,32921296,27983101,4,No,1,,0.54,150189.88,0.28,0.85,1,0
8400.42,0.2,21743.6,11764.93,4620.23,SUB0854,FastBind,Email,Silver,0.5,Office Space,71,3,CO,6948771,933161,1190134,No,No,0.55,9072066,4989636,6,No,0,,0.52,41908.95,0.28,0.55,1,0
47603.07,0.18,154638.23,59558.78,35226.27,SUB0855,CoreTrust,Portal,Gold,0.66,Education,93,4,NJ,22702502,3874439,2003170,Yes,No,0.74,28580111,21149282,6,No,1,,0.59,261800.08,0.23,0.74,1,0
15382.97,0.16,56459.44,23557.92,5384.04,SUB0856,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,27,10,FL,11580574,1252932,874948,No,Yes,0.35,13708454,4797958,1,Yes,0,,0.59,95400.32,0.25,0.35,1,0
1098.06,0.09,8266.15,2818.13,417.26,SUB0857,Delta Insure,API,Bronze,0.35,Hospitality,45,1,LA,1054776,1666096,205209,No,Yes,0.38,2926081,1111910,8,Yes,0,,0.68,12182.33,0.23,0.38,1,0
9770.39,0.09,65443.14,29871.73,4201.27,SUB0858,SecureEdge,Wholesaler,Silver,0.4,Retail,53,5,CA,16354927,3233582,1356876,No,No,0.43,20945385,9006515,6,Yes,0,,0.62,105085.26,0.28,0.43,0.99,0
12478.21,0.15,51793.61,21150.29,3868.24,SUB0859,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,19,10,FL,9072190,1315300,1202190,No,Yes,0.31,11589680,3592800,3,Yes,0,,0.61,85422.11,0.25,0.31,1.01,0
7060.35,0.05,96181.27,35401.06,3318.36,SUB0860,FastBind,Email,Silver,0.5,Office Space,51,3,CO,13960671,1258999,1413747,No,No,0.47,16633417,7817705,9,No,0,,0.69,138642.67,0.26,0.47,1,0
9866.28,0.08,81760.88,28293.12,7399.71,SUB0861,Alpha Risk,Portal,Platinum,0.78,Warehousing,98,3,TX,21019421,4474184,1892018,Yes,No,0.75,27385623,20539217,2,No,1,,0.68,119920.27,0.24,0.75,1,0
34771.05,0.14,142275.34,73940.12,30946.24,SUB0862,Alpha Risk,Portal,Platinum,0.78,Warehousing,68,3,TX,24439465,4149847,1964292,Yes,No,0.89,30553604,27192707,8,No,1,,0.57,250986.52,0.29,0.89,1,0
29647.54,0.25,61884.14,25687.18,13341.39,SUB0863,SecureEdge,Wholesaler,Silver,0.4,Retail,50,5,CA,15109379,2408482,1810038,No,No,0.45,19327899,8697554,10,Yes,0,,0.53,117218.86,0.22,0.45,1,0
8258.01,0.03,183394.34,79315.77,7432.21,SUB0864,Alpha Risk,Portal,Platinum,0.78,Warehousing,92,3,TX,23266288,4322963,1813185,Yes,No,0.9,29402436,26462192,3,No,1,,0.68,270968.12,0.29,0.9,1,0
15905.48,0.09,128988.94,42201.33,6362.19,SUB0865,SecureEdge,Wholesaler,Silver,0.4,Retail,33,5,CA,16587758,2674270,1482333,No,No,0.4,20744361,8297744,5,No,0,,0.69,187095.75,0.23,0.4,1.01,0
12579.72,0.2,31811.05,17644.81,4654.5,SUB0866,SecureEdge,Wholesaler,Silver,0.4,Retail,57,5,CA,8483184,2483670,1498371,No,No,0.37,12465225,4612133,6,Yes,0,,0.51,62035.58,0.28,0.37,0.99,0
12383.96,0.12,72101.92,22790.12,3219.83,SUB0867,Delta Insure,API,Bronze,0.35,Hospitality,12,1,LA,10569224,1176267,424650,No,Yes,0.26,12170141,3164236,10,No,0,,0.67,107276.01,0.21,0.26,1,0
